1000036514,109065990
100005598,2912429401
10003372,184536237
1000379850,893836951
1000585567,5988062
1000585567,87985842
1000594352,1252642459
1000594352,156464691
100060419,15020865
100064436,5402612
10007522,134196350
10007522,48032974
100085032,1053167256
100085032,136039190
100085032,16269666
100085032,182414296
100085032,279390084
100085032,346809444
100085032,38736974
100085032,462571632
1001127668,29018320
1001127668,380648579
1001236291,130557513
1001236291,22021978
100132150,1844224638
100132150,949254890
100136358,122027688
100136358,125035863
100136358,14526877
100136358,14952466
100136358,165122959
100136358,167786742
100136358,1740337502
100136358,1911726020
100136358,22208702
100136358,24249547
100136358,2647148047
100136358,26615238
100136358,308898433
100136358,43353795
100136358,53258015
100136358,564825956
100136358,594069871
100136358,636602792
100136358,792926154
100136358,8394312
1001495072,17072206
100150564,113420831
100150564,1367531
100150564,7309052
100150714,19636948
100150714,456146309
100150714,930938779
100153704,146765658
100153704,58219570
100158594,9609632
1001740519,31135856
1001874408,15170194
1001874828,2545256592
1001874828,428333
100205953,16973333
1002161534,120818659
1002161534,18673125
1002255540,1274304397
1002255540,2503331
1002281654,106118793
100238648,14485018
100238648,1542533869
100238648,776242974
100246984,15012486
100246984,28443608
100261653,11203972
100261653,7702542
100269595,37034483
100296616,13328632
100296616,33946296
1003208960,234874463
100332944,20295763
10034082,12848262
10034082,190717185
100343470,88574375
1003494408,203123011
1003494408,2745537106
100366853,374712154
100366853,44835347
100366853,69181624
100366853,807095
1003681236,152656121
1003681236,164397041
1003681236,1680937142
1003681236,20973388
1003681236,209748032
1003681236,2280470022
1003681236,231875974
1003681236,31135856
1003681236,624726246
1003681236,89457976
1003859329,2177710981
1003884404,2789038870
1003884404,994994552
1003989258,1053365834
1003989258,10715902
1003989258,15438913
1003989258,178256726
1003989258,1851229334
1003989258,23190207
1003989258,2607283949
1003989258,35451280
1003989258,89165845
1003991875,491631309
1003991875,921659754
1004094631,171802941
1004094631,20197308
1004094631,356872002
1004094631,36821854
1004094631,80813515
100410807,1695784514
100410807,1844224638
100413913,149913262
100413913,727472528
1004153972,22521283
1004153972,372502604
100418160,182251918
100418160,19072339
100435190,162304163
100435190,34726009
1004388564,51136312
1004405263,129880735
100445804,243249906
100445804,745248356
1004484211,14173315
100467866,106876700
100467866,392773603
1004748156,1540407535
100482942,1370664036
100482942,17163691
100482942,18424289
100482942,2273282888
100482942,239885144
100482942,2886154223
100482942,38808541
100482942,583697870
100482942,801629904
100482942,8460572
1004906407,2097571
1004906407,759251
1005033720,1268438574
1005033720,19017675
1005033720,20134451
1005033720,29986370
1005078654,35441526
1005109987,19038934
1005109987,203123011
1005109987,473354828
1005257844,12848262
1005257844,1652541
1005257844,1994321
1005257844,51241574
1005257844,6017542
1005257844,6433472
1005257844,9235982
1005263809,341908197
100533495,126486040
100533495,25977925
100533495,46479891
100542141,16834659
100542141,17912325
100542141,401218524
1005779887,1666815264
1005779887,43261344
1005877278,14681605
1005960060,64643056
100597465,12992772
100597465,2263235551
100597465,42958829
100597465,608395920
100597465,8071902
100597514,42972818
100599304,125704428
100599304,25178222
1006155421,250603308
1006155421,2666274223
100625142,60627728
100625142,8839632
1006257686,19017675
1006257686,507239123
100634191,14173315
100634191,2609775320
100636437,16153562
100636437,273581084
100647697,10102272
100651176,1374932796
1006615872,1363520268
1006615872,728433109
100667923,1695784514
100667923,324843866
10066892,15486071
1006761036,1214410454
1006761036,245689692
100678690,14090948
100678690,15982292
100678690,15983306
100679447,19806962
100679447,20022452
100687954,2097571
100690218,2097571
100690218,759251
1007121066,11265832
1007147275,16948493
1007147275,24165761
1007147275,25110374
1007147275,319299673
1007147275,875175385
1007221920,2097571
1007239393,1367531
1007288292,2348408859
1007288292,2736449935
1007288292,718319754
1007335268,2768501
1007335268,420176985
100747631,1083318060
100747631,240439237
100747631,242208138
100747631,292777349
1007547482,428333
1007575651,1723564944
1007575651,235227957
1007575651,392317014
1007575651,40958631
1007575651,704109248
1007575651,956604620
1007667433,1598644159
1007749610,37874853
100775509,1652541
1007792130,28785486
1007792130,78630078
100780738,1652541
100780738,520653311
1007845926,18643437
1007845926,292777349
1007845926,443516364
100786433,16249591
100786433,16469809
100806458,393469195
100806458,520011678
1008235321,14090948
1008250188,28443608
1008250188,505126846
1008250188,5513002
100831053,14090948
