0,0,7,1420628768.0
1,1,7,1420628871.0
2,2,6,1420628889.0
3,3,6,1420628990.0
4,4,13,1420629076.0
5,5,21,1420629160.0
6,6,10,1420629276.0
7,7,4,1420629278.0
8,8,11,1420629294.0
9,9,3,1420629320.0
10,10,5,1420629354.0
11,11,12,1420629431.0
12,12,20,1420629451.0
13,13,11,1420629513.0
14,14,14,1420629622.0
15,15,2,1420629720.0
16,16,3,1420629795.0
17,17,2,1420629875.0
18,18,3,1420629998.0
19,19,24,1420630115.0
20,20,15,1420630129.0
21,21,4,1420630129.0
22,22,7,1420630173.0
23,23,23,1420630266.0
24,24,8,1420630398.0
25,25,13,1420630469.0
26,26,14,1420630558.0
27,27,17,1420630577.0
28,28,20,1420630580.0
29,29,5,1420630589.0
30,30,4,1420630590.0
31,31,8,1420630627.0
32,32,8,1420630635.0
33,33,8,1420630646.0
34,34,15,1420630662.0
35,35,19,1420630666.0
36,36,19,1420630757.0
37,37,7,1420630904.0
38,38,26,1420630922.0
39,39,11,1420630987.0
40,40,9,1420631049.0
41,41,6,1420631075.0
42,42,17,1420631093.0
43,43,6,1420631224.0
44,44,21,1420631227.0
45,45,23,1420631227.0
46,46,15,1420631258.0
47,47,12,1420631372.0
48,48,8,1420631559.0
49,49,6,1420631585.0
50,50,4,1420631708.0
51,51,5,1420631712.0
52,52,9,1420631738.0
53,53,21,1420631757.0
54,54,16,1420631833.0
55,55,6,1420632017.0
56,56,16,1420632146.0
57,57,7,1420632202.0
58,58,21,1420632444.0
59,59,7,1420632501.0
60,60,15,1420632541.0
61,61,12,1420632602.0
62,62,10,1420632667.0
63,63,12,1420632679.0
64,64,15,1420632775.0
65,65,11,1420633108.0
66,66,9,1420633201.0
67,67,5,1420633213.0
68,68,3,1420633231.0
69,69,11,1420633232.0
70,70,12,1420633272.0
71,71,18,1420633386.0
72,72,8,1420633398.0
73,73,15,1420633680.0
74,74,8,1420633812.0
75,75,4,1420633816.0
76,76,5,1420633900.0
77,77,10,1420633919.0
78,78,13,1420634021.0
79,79,15,1420634073.0
80,80,12,1420634099.0
81,81,8,1420634104.0
82,82,2,1420634132.0
83,83,4,1420634223.0
84,84,22,1420634269.0
85,85,12,1420634376.0
86,86,16,1420634419.0
87,87,21,1420634440.0
88,88,2,1420634484.0
89,89,15,1420634560.0
90,90,18,1420634633.0
91,91,19,1420634689.0
92,92,9,1420634739.0
93,93,5,1420634820.0
94,94,4,1420634888.0
95,95,22,1420635010.0
96,96,5,1420635182.0
97,97,19,1420635256.0
98,98,20,1420635341.0
99,99,18,1420635479.0
100,100,10,1420635788.0
101,101,15,1420635974.0
102,102,8,1420635982.0
103,103,7,1420635995.0
104,104,11,1420636220.0
105,105,8,1420636286.0
106,106,5,1420636385.0
107,107,5,1420636406.0
108,108,7,1420636470.0
109,109,6,1420636584.0
110,110,20,1420636652.0
111,111,4,1420636723.0
112,112,7,1420636802.0
113,113,3,1420636842.0
114,114,14,1420636900.0
115,115,21,1420637048.0
116,116,5,1420637252.0
117,117,20,1420637709.0
118,118,19,1420637788.0
119,119,19,1420637840.0
120,120,11,1420637885.0
121,121,13,1420638114.0
122,122,3,1420638176.0
123,123,3,1420638176.0
124,124,11,1420638905.0
125,125,11,1420639554.0
126,126,6,1420639597.0
127,127,15,1420639771.0
128,128,11,1420639817.0
129,129,10,1420640080.0
130,130,10,1420640123.0
131,131,17,1420640366.0
132,132,11,1420640589.0
133,133,18,1420640639.0
134,134,5,1420640977.0
135,135,17,1420640981.0
136,136,16,1420641100.0
137,137,21,1420641618.0
138,138,17,1420641956.0
139,139,6,1420642960.0
140,140,15,1420643526.0
141,141,16,1420644357.0
142,142,4,1420675227.0
143,143,3,1420675247.0
144,144,5,1420675293.0
145,145,17,1420675317.0
146,146,19,1420675508.0
147,147,3,1420675742.0
148,148,11,1420676117.0
149,149,17,1420676263.0
150,150,5,1420676303.0
151,151,23,1420676542.0
152,152,13,1420676717.0
153,153,4,1420676753.0
154,154,26,1420676852.0
155,155,19,1420677018.0
156,156,20,1420677076.0
157,157,5,1420677090.0
158,158,4,1420677155.0
159,159,18,1420678433.0
160,160,17,1420678975.0
161,161,6,1420679575.0
162,162,17,1420684631.0
163,163,6,1420703516.0
164,164,4,1420703950.0
165,165,7,1420704215.0
166,166,12,1420704982.0
167,167,5,1420705085.0
168,168,4,1420705190.0
169,169,6,1420705364.0
170,170,7,1420706179.0
171,171,16,1420706755.0
172,172,15,1420707907.0
173,173,5,1420707923.0
174,174,4,1420708323.0
175,175,11,1420708629.0
176,176,15,1420709472.0
177,177,7,1420709852.0
178,178,6,1420710076.0
179,179,8,1420711338.0
180,180,4,1420711478.0
181,181,23,1420712326.0
182,182,14,1420713008.0
183,183,13,1420713018.0
184,184,16,1420713075.0
185,185,19,1420713314.0
186,186,2,1420713337.0
187,187,14,1420713637.0
188,188,9,1420713785.0
189,189,15,1420714086.0
190,190,11,1420714240.0
191,191,8,1420714951.0
192,192,4,1420716739.0
193,193,20,1420716782.0
194,194,11,1420718751.0
195,195,14,1420719784.0
196,196,7,1420720367.0
197,197,4,1420720459.0
198,198,6,1420720815.0
199,199,6,1420722590.0
200,200,18,1420722632.0
201,201,22,1420724432.0
202,202,16,1420724471.0
203,203,10,1420724546.0
204,204,19,1420724644.0
205,205,14,1420724927.0
206,206,3,1420725362.0
207,207,2,1420725842.0
208,208,19,1420727623.0
209,209,20,1420727887.0
210,210,6,1420728616.0
211,211,9,1420731223.0
212,212,10,1420732164.0
213,213,3,1420733282.0
214,214,18,1420736174.0
215,215,19,1420790536.0
216,216,3,1420791607.0
217,217,3,1420791864.0
218,218,5,1420792146.0
219,219,12,1420792392.0
220,220,21,1420792442.0
221,221,9,1420792539.0
222,222,18,1420792596.0
223,223,7,1420792623.0
224,224,7,1420792680.0
225,225,7,1420792738.0
226,226,3,1420792790.0
227,227,10,1420792979.0
228,228,4,1420793036.0
229,229,4,1420793086.0
230,230,5,1420793098.0
231,231,7,1420793320.0
232,232,3,1420793388.0
233,233,6,1420793462.0
234,234,11,1420793504.0
235,235,10,1420793514.0
236,236,11,1420793581.0
237,237,6,1420793689.0
238,238,9,1420793762.0
239,239,13,1420793800.0
240,240,7,1420793871.0
241,241,8,1420793894.0
242,242,7,1420793953.0
243,243,15,1420794048.0
244,244,5,1420794053.0
245,245,5,1420794079.0
246,246,5,1420794146.0
247,247,8,1420794258.0
248,248,9,1420794306.0
249,249,8,1420794339.0
250,250,7,1420794399.0
251,251,11,1420794447.0
252,252,5,1420794481.0
253,253,22,1420794574.0
254,254,9,1420794704.0
255,255,10,1420794909.0
256,256,2,1420794959.0
257,257,7,1420795057.0
258,258,6,1420795146.0
259,259,4,1420795704.0
260,260,14,1420795930.0
261,261,6,1420796024.0
262,262,9,1420796029.0
263,263,17,1420796189.0
264,264,9,1420796425.0
265,265,11,1420796446.0
266,266,15,1420796510.0
267,267,5,1420796688.0
268,268,20,1420796790.0
269,269,10,1420796810.0
270,270,4,1420796993.0
271,271,8,1420797129.0
272,272,3,1420797330.0
273,273,17,1420797641.0
274,274,7,1420798042.0
275,275,5,1420798110.0
276,276,25,1420798157.0
277,277,23,1420798176.0
278,278,18,1420798498.0
279,279,17,1420798686.0
280,280,19,1420799714.0
281,281,20,1420799981.0
282,282,22,1420800081.0
283,283,13,1420800178.0
284,284,10,1420800209.0
285,285,19,1420800241.0
286,286,22,1420800417.0
287,287,21,1420800503.0
288,288,13,1420800590.0
289,289,16,1420800908.0
290,290,15,1420800938.0
291,291,9,1420801055.0
292,292,21,1420801233.0
293,293,12,1420801589.0
294,294,6,1420802694.0
295,295,22,1420802853.0
296,296,5,1420803247.0
297,297,8,1420803329.0
298,298,6,1420803881.0
299,299,8,1420803955.0
300,300,2,1420803962.0
301,301,20,1420804062.0
302,302,8,1420804277.0
303,303,14,1420804764.0
304,304,3,1420805400.0
305,305,21,1420806521.0
306,306,9,1420806596.0
307,307,16,1420806619.0
308,308,8,1420806652.0
309,309,14,1420806762.0
310,310,6,1420806795.0
311,311,8,1420806796.0
312,312,4,1420806935.0
313,313,5,1420806943.0
314,314,3,1420806969.0
315,315,3,1420807080.0
316,316,7,1420807124.0
317,317,20,1420807131.0
318,318,12,1420807147.0
319,319,17,1420807214.0
320,320,7,1420807235.0
321,321,14,1420807280.0
322,322,4,1420807521.0
323,323,4,1420807521.0
324,324,7,1420807645.0
325,325,9,1420807933.0
326,326,5,1420807947.0
327,327,8,1420807964.0
328,328,9,1420808055.0
329,329,18,1420808105.0
330,330,21,1420808108.0
331,331,22,1420808114.0
332,332,6,1420808200.0
333,333,3,1420808200.0
334,334,10,1420808208.0
335,335,2,1420808234.0
336,336,14,1420808297.0
337,337,13,1420808305.0
338,338,7,1420808336.0
339,339,18,1420808385.0
340,340,19,1420808452.0
341,341,4,1420808607.0
342,342,5,1420808703.0
343,343,20,1420808732.0
344,344,14,1420809342.0
345,345,13,1420809371.0
346,346,20,1420809594.0
347,347,14,1420809618.0
348,348,14,1420809669.0
349,349,6,1420809727.0
350,350,12,1420809777.0
351,351,23,1420809806.0
352,352,13,1420809998.0
353,353,15,1420810208.0
354,354,19,1420810248.0
355,355,8,1420810314.0
356,356,17,1420810603.0
357,357,9,1420810632.0
358,358,21,1420810640.0
359,359,16,1420810928.0
360,360,16,1420811063.0
361,361,10,1420811237.0
362,362,20,1420811504.0
363,363,19,1420811651.0
364,364,4,1420811685.0
365,365,19,1420811871.0
366,366,9,1420811885.0
367,367,9,1420811960.0
368,368,11,1420812125.0
369,369,8,1420812252.0
370,370,4,1420812335.0
371,371,4,1420812352.0
372,372,9,1420812363.0
373,373,8,1420812467.0
374,374,5,1420812488.0
375,375,6,1420812616.0
376,376,12,1420812672.0
377,377,19,1420812731.0
378,378,17,1420812914.0
379,379,18,1420813004.0
380,380,7,1420813024.0
381,381,14,1420813163.0
382,382,13,1420813211.0
383,383,6,1420813244.0
384,384,17,1420813321.0
385,385,17,1420813427.0
386,386,9,1420813517.0
387,387,19,1420813578.0
388,388,6,1420813608.0
389,389,9,1420813720.0
390,390,8,1420813914.0
391,391,23,1420814242.0
392,392,8,1420814309.0
393,393,19,1420814837.0
394,394,11,1420815400.0
395,395,9,1420815603.0
396,396,9,1420817000.0
397,397,12,1420817004.0
398,398,21,1420817149.0
399,399,9,1420817383.0
400,400,20,1420817420.0
401,401,12,1420817595.0
402,402,10,1420817774.0
403,403,13,1420817780.0
404,404,16,1420817980.0
405,405,18,1420818261.0
406,406,20,1420818546.0
407,407,17,1420818960.0
408,408,17,1420820043.0
409,409,11,1420820348.0
410,410,20,1420820367.0
411,411,13,1420820376.0
412,412,2,1420820395.0
413,413,31,1420820403.0
414,414,20,1420820440.0
415,415,19,1420820454.0
416,416,22,1420820472.0
417,417,8,1420820479.0
418,418,21,1420820560.0
419,419,6,1420820575.0
420,420,5,1420820606.0
421,421,16,1420820642.0
422,422,12,1420820651.0
423,423,5,1420820658.0
424,424,2,1420820664.0
425,425,13,1420820681.0
426,426,21,1420820728.0
427,427,16,1420820756.0
428,428,3,1420820820.0
429,429,11,1420820856.0
430,430,14,1420820864.0
431,431,21,1420820876.0
432,432,9,1420820889.0
433,433,15,1420820890.0
434,434,24,1420820906.0
435,435,10,1420820945.0
436,436,2,1420820947.0
437,437,5,1420820966.0
438,438,20,1420821021.0
439,439,20,1420821225.0
440,440,7,1420821240.0
441,441,10,1420821242.0
442,442,18,1420821271.0
443,443,23,1420821287.0
444,444,18,1420821315.0
445,445,4,1420821328.0
446,446,21,1420821416.0
447,447,13,1420629093.0
448,448,10,1420629164.0
449,449,17,1420629282.0
450,450,6,1420629455.0
451,451,10,1420629498.0
452,452,14,1420629508.0
453,453,12,1420629700.0
454,454,5,1420629700.0
455,455,21,1420629742.0
456,456,23,1420629751.0
457,457,6,1420629808.0
458,458,7,1420629883.0
459,459,12,1420629905.0
460,460,11,1420630036.0
461,461,9,1420630075.0
462,462,5,1420630189.0
463,463,16,1420630202.0
464,464,18,1420630248.0
