0,0,1,0.0
1,1,1,1566141389.0
2,2,1,1582568659.0
3,3,1,1583415820.0
4,4,1,1581296160.0
5,5,1,1580206959.0
6,6,1,1583718042.0
7,7,1,1579760988.0
8,8,1,1583352310.0
9,9,1,1580594500.0
10,10,1,1580505243.0
11,11,1,1581664015.0
12,12,1,1580342644.0
13,13,1,1579719260.0
14,14,1,1581221017.0
15,15,1,1579970171.0
16,16,1,1580275570.0
17,17,1,1582294472.0
18,18,1,0.0
19,19,1,1584913590.0
20,20,1,1582086300.0
21,21,1,1580770853.0
22,22,1,1584022796.0
23,23,1,1579657350.0
24,24,1,1585283174.0
25,25,1,1579855335.0
26,26,1,1584189487.0
27,27,1,1579907328.0
28,28,1,1580290559.0
29,29,1,1583104806.0
30,30,1,1585662984.0
31,31,1,1579802946.0
32,32,1,1584025652.0
33,33,1,1579877806.0
34,34,1,1586326791.0
35,35,1,1580775799.0
36,36,1,1580803237.0
37,37,1,1579665563.0
38,38,1,1584806112.0
39,39,1,1579868001.0
40,40,1,1582329090.0
41,41,1,1582597225.0
42,42,1,1583533601.0
43,43,1,1584672544.0
44,44,1,1579962864.0
45,45,1,1581714553.0
46,46,1,1582868528.0
47,47,1,1583851258.0
48,48,1,1579752588.0
49,49,1,1580253719.0
50,50,1,1579785255.0
51,51,1,1583070884.0
52,52,1,1581321386.0
53,53,1,1579633125.0
54,54,1,1584046336.0
55,55,1,1579880442.0
56,56,1,1579636027.0
57,57,1,1581592624.0
58,58,1,1579801058.0
59,59,1,1586037563.0
60,60,1,0.0
61,61,1,1580785075.0
62,62,1,1580470438.0
63,63,1,1579861170.0
64,64,1,1582139352.0
65,65,1,1580141130.0
66,66,1,1580265607.0
67,67,1,1582909616.0
68,68,1,1581112601.0
69,69,1,1579767526.0
70,70,1,1580509616.0
71,71,1,1583708789.0
72,72,1,1583191084.0
73,73,1,1581362156.0
74,74,1,1581499905.0
75,75,1,1582700323.0
76,76,1,1586172760.0
77,77,1,1585593733.0
78,78,1,1579650567.0
79,79,1,1581363914.0
80,80,1,0.0
81,81,1,1580752348.0
82,82,1,1581906951.0
83,83,1,1581208082.0
84,84,1,1580465208.0
85,85,1,1584105932.0
86,86,1,1583954135.0
87,87,1,1581728534.0
88,88,1,1583923169.0
